2021-08-04 19:00:59 startup archives install
2021-08-04 19:01:31 status unpacked init-system-helpers:all 1.29ubuntu1
2021-08-04 19:01:31 status half-installed init-system-helpers:all 1.29ubuntu1
2021-08-04 19:01:31 status half-installed init-system-helpers:all 1.29ubuntu1
2021-08-04 19:01:31 status unpacked init-system-helpers:all 1.29ubuntu4
2021-08-04 19:01:31 status unpacked init-system-helpers:all 1.29ubuntu4
2021-08-04 19:01:31 startup packages configure
2021-08-04 19:01:31 configure init-system-helpers:all 1.29ubuntu4 <none>
2021-08-04 19:01:31 status unpacked init-system-helpers:all 1.29ubuntu4
2021-08-04 19:01:31 status half-configured init-system-helpers:all 1.29ubuntu4
2021-08-04 19:01:31 status installed init-system-helpers:all 1.29ubuntu4
2021-08-04 19:01:31 startup archives unpack
2021-08-04 19:01:31 upgrade init:amd64 1.29ubuntu1 1.29ubuntu4
2021-08-04 19:01:31 status half-configured init:amd64 1.29ubuntu1
2021-08-04 19:01:31 status unpacked init:amd64 1.29ubuntu1
2021-08-04 19:01:31 status half-installed init:amd64 1.29ubuntu1
2021-08-04 19:01:31 status half-installed init:amd64 1.29ubuntu1
2021-08-04 19:01:31 status unpacked init:amd64 1.29ubuntu4
2021-08-04 19:01:31 status unpacked init:amd64 1.29ubuntu4
2021-08-04 19:01:31 startup packages configure
2021-08-04 19:01:31 configure init:amd64 1.29ubuntu4 <none>
2021-08-04 19:01:31 status unpacked init:amd64 1.29ubuntu4
2021-08-04 19:01:31 status half-configured init:amd64 1.29ubuntu4
2021-08-04 19:01:31 status installed init:amd64 1.29ubuntu4
2021-08-04 19:01:31 startup archives unpack
2021-08-04 19:01:31 upgrade login:amd64 1:4.2-3.1ubuntu5 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:31 status half-configured login:amd64 1:4.2-3.1ubuntu5
2021-08-04 19:01:31 status unpacked login:amd64 1:4.2-3.1ubuntu5
2021-08-04 19:01:31 status half-installed login:amd64 1:4.2-3.1ubuntu5
2021-08-04 19:01:31 status half-installed login:amd64 1:4.2-3.1ubuntu5
2021-08-04 19:01:31 status unpacked login:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:31 status unpacked login:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:31 startup packages configure
2021-08-04 19:01:31 configure login:amd64 1:4.2-3.1ubuntu5.4 <none>
2021-08-04 19:01:31 status unpacked login:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:31 status unpacked login:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:31 status unpacked login:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:31 status unpacked login:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:31 status unpacked login:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:31 status half-configured login:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:31 status installed login:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:31 startup archives unpack
2021-08-04 19:01:31 upgrade libsystemd0:amd64 229-4ubuntu4 229-4ubuntu21.31
2021-08-04 19:01:31 status triggers-pending libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:31 status half-configured libsystemd0:amd64 229-4ubuntu4
2021-08-04 19:01:31 status unpacked libsystemd0:amd64 229-4ubuntu4
2021-08-04 19:01:31 status half-installed libsystemd0:amd64 229-4ubuntu4
2021-08-04 19:01:31 status half-installed libsystemd0:amd64 229-4ubuntu4
2021-08-04 19:01:31 status unpacked libsystemd0:amd64 229-4ubuntu21.31
2021-08-04 19:01:31 status unpacked libsystemd0:amd64 229-4ubuntu21.31
2021-08-04 19:01:31 trigproc libc-bin:amd64 2.23-0ubuntu3 <none>
2021-08-04 19:01:31 status half-configured libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:31 status installed libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:31 startup packages configure
2021-08-04 19:01:31 configure libsystemd0:amd64 229-4ubuntu21.31 <none>
2021-08-04 19:01:31 status triggers-pending libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:31 status unpacked libsystemd0:amd64 229-4ubuntu21.31
2021-08-04 19:01:31 status half-configured libsystemd0:amd64 229-4ubuntu21.31
2021-08-04 19:01:31 status installed libsystemd0:amd64 229-4ubuntu21.31
2021-08-04 19:01:31 trigproc libc-bin:amd64 2.23-0ubuntu3 <none>
2021-08-04 19:01:31 status half-configured libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:31 status installed libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:31 startup archives unpack
2021-08-04 19:01:31 upgrade systemd:amd64 229-4ubuntu4 229-4ubuntu21.31
2021-08-04 19:01:31 status half-configured systemd:amd64 229-4ubuntu4
2021-08-04 19:01:31 status unpacked systemd:amd64 229-4ubuntu4
2021-08-04 19:01:31 status half-installed systemd:amd64 229-4ubuntu4
2021-08-04 19:01:32 status half-installed systemd:amd64 229-4ubuntu4
2021-08-04 19:01:32 status unpacked systemd:amd64 229-4ubuntu21.31
2021-08-04 19:01:32 status unpacked systemd:amd64 229-4ubuntu21.31
2021-08-04 19:01:32 startup packages configure
2021-08-04 19:01:32 configure systemd:amd64 229-4ubuntu21.31 <none>
2021-08-04 19:01:32 status unpacked systemd:amd64 229-4ubuntu21.31
2021-08-04 19:01:32 status unpacked systemd:amd64 229-4ubuntu21.31
2021-08-04 19:01:32 status unpacked systemd:amd64 229-4ubuntu21.31
2021-08-04 19:01:32 status unpacked systemd:amd64 229-4ubuntu21.31
2021-08-04 19:01:32 status unpacked systemd:amd64 229-4ubuntu21.31
2021-08-04 19:01:32 status unpacked systemd:amd64 229-4ubuntu21.31
2021-08-04 19:01:32 status unpacked systemd:amd64 229-4ubuntu21.31
2021-08-04 19:01:32 status unpacked systemd:amd64 229-4ubuntu21.31
2021-08-04 19:01:32 status unpacked systemd:amd64 229-4ubuntu21.31
2021-08-04 19:01:32 status unpacked systemd:amd64 229-4ubuntu21.31
2021-08-04 19:01:32 status unpacked systemd:amd64 229-4ubuntu21.31
2021-08-04 19:01:32 status unpacked systemd:amd64 229-4ubuntu21.31
2021-08-04 19:01:32 status unpacked systemd:amd64 229-4ubuntu21.31
2021-08-04 19:01:32 status unpacked systemd:amd64 229-4ubuntu21.31
2021-08-04 19:01:32 status unpacked systemd:amd64 229-4ubuntu21.31
2021-08-04 19:01:32 status unpacked systemd:amd64 229-4ubuntu21.31
2021-08-04 19:01:32 status unpacked systemd:amd64 229-4ubuntu21.31
2021-08-04 19:01:32 status half-configured systemd:amd64 229-4ubuntu21.31
2021-08-04 19:01:32 status installed systemd:amd64 229-4ubuntu21.31
2021-08-04 19:01:32 startup archives unpack
2021-08-04 19:01:32 upgrade libapparmor1:amd64 2.10.95-0ubuntu2 2.10.95-0ubuntu2.11
2021-08-04 19:01:32 status triggers-pending libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:32 status half-configured libapparmor1:amd64 2.10.95-0ubuntu2
2021-08-04 19:01:32 status unpacked libapparmor1:amd64 2.10.95-0ubuntu2
2021-08-04 19:01:32 status half-installed libapparmor1:amd64 2.10.95-0ubuntu2
2021-08-04 19:01:32 status half-installed libapparmor1:amd64 2.10.95-0ubuntu2
2021-08-04 19:01:32 status unpacked libapparmor1:amd64 2.10.95-0ubuntu2.11
2021-08-04 19:01:32 status unpacked libapparmor1:amd64 2.10.95-0ubuntu2.11
2021-08-04 19:01:32 trigproc libc-bin:amd64 2.23-0ubuntu3 <none>
2021-08-04 19:01:32 status half-configured libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:32 status installed libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:32 startup packages configure
2021-08-04 19:01:32 configure libapparmor1:amd64 2.10.95-0ubuntu2.11 <none>
2021-08-04 19:01:32 status triggers-pending libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:32 status unpacked libapparmor1:amd64 2.10.95-0ubuntu2.11
2021-08-04 19:01:32 status half-configured libapparmor1:amd64 2.10.95-0ubuntu2.11
2021-08-04 19:01:32 status installed libapparmor1:amd64 2.10.95-0ubuntu2.11
2021-08-04 19:01:32 trigproc libc-bin:amd64 2.23-0ubuntu3 <none>
2021-08-04 19:01:32 status half-configured libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:32 status installed libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:32 startup archives unpack
2021-08-04 19:01:32 upgrade libaudit-common:all 1:2.4.5-1ubuntu2 1:2.4.5-1ubuntu2.1
2021-08-04 19:01:32 status half-configured libaudit-common:all 1:2.4.5-1ubuntu2
2021-08-04 19:01:32 status unpacked libaudit-common:all 1:2.4.5-1ubuntu2
2021-08-04 19:01:32 status half-installed libaudit-common:all 1:2.4.5-1ubuntu2
2021-08-04 19:01:32 status half-installed libaudit-common:all 1:2.4.5-1ubuntu2
2021-08-04 19:01:32 status unpacked libaudit-common:all 1:2.4.5-1ubuntu2.1
2021-08-04 19:01:32 status unpacked libaudit-common:all 1:2.4.5-1ubuntu2.1
2021-08-04 19:01:32 startup packages configure
2021-08-04 19:01:32 configure libaudit-common:all 1:2.4.5-1ubuntu2.1 <none>
2021-08-04 19:01:32 status unpacked libaudit-common:all 1:2.4.5-1ubuntu2.1
2021-08-04 19:01:32 status unpacked libaudit-common:all 1:2.4.5-1ubuntu2.1
2021-08-04 19:01:32 status half-configured libaudit-common:all 1:2.4.5-1ubuntu2.1
2021-08-04 19:01:32 status installed libaudit-common:all 1:2.4.5-1ubuntu2.1
2021-08-04 19:01:32 startup archives unpack
2021-08-04 19:01:32 upgrade libaudit1:amd64 1:2.4.5-1ubuntu2 1:2.4.5-1ubuntu2.1
2021-08-04 19:01:32 status triggers-pending libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:32 status half-configured libaudit1:amd64 1:2.4.5-1ubuntu2
2021-08-04 19:01:32 status unpacked libaudit1:amd64 1:2.4.5-1ubuntu2
2021-08-04 19:01:32 status half-installed libaudit1:amd64 1:2.4.5-1ubuntu2
2021-08-04 19:01:32 status half-installed libaudit1:amd64 1:2.4.5-1ubuntu2
2021-08-04 19:01:32 status unpacked libaudit1:amd64 1:2.4.5-1ubuntu2.1
2021-08-04 19:01:32 status unpacked libaudit1:amd64 1:2.4.5-1ubuntu2.1
2021-08-04 19:01:32 trigproc libc-bin:amd64 2.23-0ubuntu3 <none>
2021-08-04 19:01:32 status half-configured libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:32 status installed libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:32 startup packages configure
2021-08-04 19:01:32 configure libaudit1:amd64 1:2.4.5-1ubuntu2.1 <none>
2021-08-04 19:01:32 status triggers-pending libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:32 status unpacked libaudit1:amd64 1:2.4.5-1ubuntu2.1
2021-08-04 19:01:32 status half-configured libaudit1:amd64 1:2.4.5-1ubuntu2.1
2021-08-04 19:01:32 status installed libaudit1:amd64 1:2.4.5-1ubuntu2.1
2021-08-04 19:01:32 trigproc libc-bin:amd64 2.23-0ubuntu3 <none>
2021-08-04 19:01:32 status half-configured libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:32 status installed libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:32 startup archives unpack
2021-08-04 19:01:32 upgrade debconf:all 1.5.58ubuntu1 1.5.58ubuntu2
2021-08-04 19:01:32 status half-configured debconf:all 1.5.58ubuntu1
2021-08-04 19:01:32 status unpacked debconf:all 1.5.58ubuntu1
2021-08-04 19:01:32 status half-installed debconf:all 1.5.58ubuntu1
2021-08-04 19:01:33 status half-installed debconf:all 1.5.58ubuntu1
2021-08-04 19:01:33 status unpacked debconf:all 1.5.58ubuntu2
2021-08-04 19:01:33 status unpacked debconf:all 1.5.58ubuntu2
2021-08-04 19:01:33 startup packages configure
2021-08-04 19:01:33 configure debconf:all 1.5.58ubuntu2 <none>
2021-08-04 19:01:33 status unpacked debconf:all 1.5.58ubuntu2
2021-08-04 19:01:33 status unpacked debconf:all 1.5.58ubuntu2
2021-08-04 19:01:33 status unpacked debconf:all 1.5.58ubuntu2
2021-08-04 19:01:33 status half-configured debconf:all 1.5.58ubuntu2
2021-08-04 19:01:33 status installed debconf:all 1.5.58ubuntu2
2021-08-04 19:01:33 startup archives unpack
2021-08-04 19:01:33 upgrade libpam0g:amd64 1.1.8-3.2ubuntu2 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 status triggers-pending libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:33 status half-configured libpam0g:amd64 1.1.8-3.2ubuntu2
2021-08-04 19:01:33 status unpacked libpam0g:amd64 1.1.8-3.2ubuntu2
2021-08-04 19:01:33 status half-installed libpam0g:amd64 1.1.8-3.2ubuntu2
2021-08-04 19:01:33 status half-installed libpam0g:amd64 1.1.8-3.2ubuntu2
2021-08-04 19:01:33 status unpacked libpam0g:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 status unpacked libpam0g:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 trigproc libc-bin:amd64 2.23-0ubuntu3 <none>
2021-08-04 19:01:33 status half-configured libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:33 status installed libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:33 startup packages configure
2021-08-04 19:01:33 configure libpam0g:amd64 1.1.8-3.2ubuntu2.3 <none>
2021-08-04 19:01:33 status triggers-pending libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:33 status unpacked libpam0g:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 status half-configured libpam0g:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 status installed libpam0g:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 trigproc libc-bin:amd64 2.23-0ubuntu3 <none>
2021-08-04 19:01:33 status half-configured libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:33 status installed libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:33 startup archives unpack
2021-08-04 19:01:33 upgrade libpam-modules-bin:amd64 1.1.8-3.2ubuntu2 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 status half-configured libpam-modules-bin:amd64 1.1.8-3.2ubuntu2
2021-08-04 19:01:33 status unpacked libpam-modules-bin:amd64 1.1.8-3.2ubuntu2
2021-08-04 19:01:33 status half-installed libpam-modules-bin:amd64 1.1.8-3.2ubuntu2
2021-08-04 19:01:33 status half-installed libpam-modules-bin:amd64 1.1.8-3.2ubuntu2
2021-08-04 19:01:33 status unpacked libpam-modules-bin:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 status unpacked libpam-modules-bin:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 startup packages configure
2021-08-04 19:01:33 configure libpam-modules-bin:amd64 1.1.8-3.2ubuntu2.3 <none>
2021-08-04 19:01:33 status unpacked libpam-modules-bin:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 status half-configured libpam-modules-bin:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 status installed libpam-modules-bin:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 startup archives unpack
2021-08-04 19:01:33 upgrade libpam-modules:amd64 1.1.8-3.2ubuntu2 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 status half-configured libpam-modules:amd64 1.1.8-3.2ubuntu2
2021-08-04 19:01:33 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2
2021-08-04 19:01:33 status half-installed libpam-modules:amd64 1.1.8-3.2ubuntu2
2021-08-04 19:01:33 status half-installed libpam-modules:amd64 1.1.8-3.2ubuntu2
2021-08-04 19:01:33 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 startup packages configure
2021-08-04 19:01:33 configure libpam-modules:amd64 1.1.8-3.2ubuntu2.3 <none>
2021-08-04 19:01:33 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 status half-configured libpam-modules:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 status installed libpam-modules:amd64 1.1.8-3.2ubuntu2.3
2021-08-04 19:01:33 startup archives unpack
2021-08-04 19:01:33 upgrade passwd:amd64 1:4.2-3.1ubuntu5 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:33 status half-configured passwd:amd64 1:4.2-3.1ubuntu5
2021-08-04 19:01:33 status unpacked passwd:amd64 1:4.2-3.1ubuntu5
2021-08-04 19:01:33 status half-installed passwd:amd64 1:4.2-3.1ubuntu5
2021-08-04 19:01:33 status half-installed passwd:amd64 1:4.2-3.1ubuntu5
2021-08-04 19:01:33 status unpacked passwd:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:33 status unpacked passwd:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:33 startup packages configure
2021-08-04 19:01:33 configure passwd:amd64 1:4.2-3.1ubuntu5.4 <none>
2021-08-04 19:01:33 status unpacked passwd:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:33 status unpacked passwd:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:33 status unpacked passwd:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:33 status unpacked passwd:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:33 status unpacked passwd:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:33 status unpacked passwd:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:33 status unpacked passwd:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:33 status unpacked passwd:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:33 status unpacked passwd:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:33 status half-configured passwd:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:33 status installed passwd:amd64 1:4.2-3.1ubuntu5.4
2021-08-04 19:01:33 startup archives unpack
2021-08-04 19:01:33 upgrade libuuid1:amd64 2.27.1-6ubuntu3 2.27.1-6ubuntu3.10
2021-08-04 19:01:33 status triggers-pending libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:33 status half-configured libuuid1:amd64 2.27.1-6ubuntu3
2021-08-04 19:01:33 status unpacked libuuid1:amd64 2.27.1-6ubuntu3
2021-08-04 19:01:33 status half-installed libuuid1:amd64 2.27.1-6ubuntu3
2021-08-04 19:01:33 status half-installed libuuid1:amd64 2.27.1-6ubuntu3
2021-08-04 19:01:33 status unpacked libuuid1:amd64 2.27.1-6ubuntu3.10
2021-08-04 19:01:33 status unpacked libuuid1:amd64 2.27.1-6ubuntu3.10
2021-08-04 19:01:33 trigproc libc-bin:amd64 2.23-0ubuntu3 <none>
2021-08-04 19:01:33 status half-configured libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:33 status installed libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:33 startup packages configure
2021-08-04 19:01:33 configure libuuid1:amd64 2.27.1-6ubuntu3.10 <none>
2021-08-04 19:01:33 status triggers-pending libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:33 status unpacked libuuid1:amd64 2.27.1-6ubuntu3.10
2021-08-04 19:01:33 status half-configured libuuid1:amd64 2.27.1-6ubuntu3.10
2021-08-04 19:01:33 status installed libuuid1:amd64 2.27.1-6ubuntu3.10
2021-08-04 19:01:33 trigproc libc-bin:amd64 2.23-0ubuntu3 <none>
2021-08-04 19:01:33 status half-configured libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:33 status installed libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:33 startup archives unpack
2021-08-04 19:01:33 upgrade libblkid1:amd64 2.27.1-6ubuntu3 2.27.1-6ubuntu3.10
2021-08-04 19:01:33 status triggers-pending libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:33 status half-configured libblkid1:amd64 2.27.1-6ubuntu3
2021-08-04 19:01:33 status unpacked libblkid1:amd64 2.27.1-6ubuntu3
2021-08-04 19:01:33 status half-installed libblkid1:amd64 2.27.1-6ubuntu3
2021-08-04 19:01:33 status half-installed libblkid1:amd64 2.27.1-6ubuntu3
2021-08-04 19:01:33 status unpacked libblkid1:amd64 2.27.1-6ubuntu3.10
2021-08-04 19:01:33 status unpacked libblkid1:amd64 2.27.1-6ubuntu3.10
2021-08-04 19:01:33 trigproc libc-bin:amd64 2.23-0ubuntu3 <none>
2021-08-04 19:01:33 status half-configured libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:33 status installed libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:33 startup packages configure
2021-08-04 19:01:33 configure libblkid1:amd64 2.27.1-6ubuntu3.10 <none>
2021-08-04 19:01:33 status triggers-pending libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:33 status unpacked libblkid1:amd64 2.27.1-6ubuntu3.10
2021-08-04 19:01:33 status half-configured libblkid1:amd64 2.27.1-6ubuntu3.10
2021-08-04 19:01:33 status installed libblkid1:amd64 2.27.1-6ubuntu3.10
2021-08-04 19:01:33 trigproc libc-bin:amd64 2.23-0ubuntu3 <none>
2021-08-04 19:01:33 status half-configured libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:33 status installed libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:33 startup archives unpack
2021-08-04 19:01:34 upgrade libgcrypt20:amd64 1.6.5-2 1.6.5-2ubuntu0.6
2021-08-04 19:01:34 status triggers-pending libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:34 status half-configured libgcrypt20:amd64 1.6.5-2
2021-08-04 19:01:34 status unpacked libgcrypt20:amd64 1.6.5-2
2021-08-04 19:01:34 status half-installed libgcrypt20:amd64 1.6.5-2
2021-08-04 19:01:34 status half-installed libgcrypt20:amd64 1.6.5-2
2021-08-04 19:01:34 status unpacked libgcrypt20:amd64 1.6.5-2ubuntu0.6
2021-08-04 19:01:34 status unpacked libgcrypt20:amd64 1.6.5-2ubuntu0.6
2021-08-04 19:01:34 trigproc libc-bin:amd64 2.23-0ubuntu3 <none>
2021-08-04 19:01:34 status half-configured libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:34 status installed libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:34 startup packages configure
2021-08-04 19:01:34 configure libgcrypt20:amd64 1.6.5-2ubuntu0.6 <none>
2021-08-04 19:01:34 status triggers-pending libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:34 status unpacked libgcrypt20:amd64 1.6.5-2ubuntu0.6
2021-08-04 19:01:34 status half-configured libgcrypt20:amd64 1.6.5-2ubuntu0.6
2021-08-04 19:01:34 status installed libgcrypt20:amd64 1.6.5-2ubuntu0.6
2021-08-04 19:01:34 trigproc libc-bin:amd64 2.23-0ubuntu3 <none>
2021-08-04 19:01:34 status half-configured libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:34 status installed libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:34 startup archives unpack
2021-08-04 19:01:34 upgrade libcryptsetup4:amd64 2:1.6.6-5ubuntu2 2:1.6.6-5ubuntu2.1
2021-08-04 19:01:34 status triggers-pending libc-bin:amd64 2.23-0ubuntu3
2021-08-04 19:01:34 status half-configured libcryptsetup4:amd64 2:1.6.6-5ubuntu2
2021-08-04 19:01:34 status unpacked libcryptsetup4:amd64 2:1.6.6-5ubuntu2
2021-08-04 19:01:34 status half-installed libcryptsetup4:amd64 2:1.6.6-5ubuntu2
2021-08-04 19:01:34 status half-installed libcryptsetup4:amd64 2:1.6.6-5ubuntu2
